region;parti mm;1973;2014
2513 Överkalix;Miljöpartiet;0;52
2513 Överkalix;Socialdemokraterna;2085;1250
2513 Överkalix;Vänsterpartiet;549;250
2513 Överkalix;Sverigedemokraterna;0;310
2513 Överkalix;övriga partier;24;46
2513 Överkalix;ogiltiga valsedlar;7;20
2513 Överkalix;ej röstande;405;410
2514 Kalix;Moderaterna;849;1267
2514 Kalix;Centerpartiet;2183;520
2514 Kalix;Folkpartiet;389;268
2514 Kalix;Kristdemokraterna;114;231
2514 Kalix;Miljöpartiet;0;449
2514 Kalix;Socialdemokraterna;7268;6113
2514 Kalix;Vänsterpartiet;1008;692
2514 Kalix;Sverigedemokraterna;0;1262
2514 Kalix;övriga partier;86;177
2514 Kalix;ogiltiga valsedlar;11;94
2514 Kalix;ej röstande;875;1911
2518 Övertorneå;Moderaterna;321;291
2518 Övertorneå;Centerpartiet;1299;302
2518 Övertorneå;Folkpartiet;83;59
2518 Övertorneå;Kristdemokraterna;40;98
2518 Övertorneå;Miljöpartiet;0;76
2518 Övertorneå;Socialdemokraterna;1808;1289
2518 Övertorneå;Vänsterpartiet;578;275
2518 Övertorneå;Sverigedemokraterna;0;301
2518 Övertorneå;övriga partier;45;42
2518 Övertorneå;ogiltiga valsedlar;5;16
2518 Övertorneå;ej röstande;472;667
2521 Pajala;Moderaterna;466;383
2521 Pajala;Centerpartiet;1070;133
2521 Pajala;Folkpartiet;197;63
2521 Pajala;Kristdemokraterna;142;212
2521 Pajala;Miljöpartiet;0;92
2521 Pajala;Socialdemokraterna;2704;1859
2521 Pajala;Vänsterpartiet;1470;722
2521 Pajala;Sverigedemokraterna;0;457
2521 Pajala;övriga partier;16;103
2521 Pajala;ogiltiga valsedlar;13;32
2521 Pajala;ej röstande;793;960
2523 Gällivare;Moderaterna;1560;1311
2523 Gällivare;Centerpartiet;1987;213
2523 Gällivare;Folkpartiet;525;174
2523 Gällivare;Kristdemokraterna;98;273
2523 Gällivare;Miljöpartiet;0;503
2523 Gällivare;Socialdemokraterna;7181;6117
2523 Gällivare;Vänsterpartiet;3042;1407
2523 Gällivare;Sverigedemokraterna;0;1843
2523 Gällivare;övriga partier;326;267
2523 Gällivare;ogiltiga valsedlar;20;85
2523 Gällivare;ej röstande;2286;2635
2560 Älvsbyn;Moderaterna;201;441
2560 Älvsbyn;Centerpartiet;1117;330
2560 Älvsbyn;Folkpartiet;253;144
2560 Älvsbyn;Kristdemokraterna;230;171
2560 Älvsbyn;Miljöpartiet;0;117
2560 Älvsbyn;Socialdemokraterna;2857;2895
2560 Älvsbyn;Vänsterpartiet;955;500
2560 Älvsbyn;Sverigedemokraterna;0;692
2560 Älvsbyn;övriga partier;11;126
2560 Älvsbyn;ogiltiga valsedlar;10;30
2560 Älvsbyn;ej röstande;489;966
2580 Luleå;Moderaterna;3734;8226
2580 Luleå;Centerpartiet;7432;2380
2580 Luleå;Folkpartiet;2549;2281
2580 Luleå;Kristdemokraterna;704;1664
2580 Luleå;Miljöpartiet;0;3431
2580 Luleå;Socialdemokraterna;18907;23092
2580 Luleå;Vänsterpartiet;4044;3856
2580 Luleå;Sverigedemokraterna;0;4567
2580 Luleå;övriga partier;315;2185
2580 Luleå;ogiltiga valsedlar;52;364
2580 Luleå;ej röstande;3761;7346
2581 Piteå;Moderaterna;1188;3389
2581 Piteå;Centerpartiet;4510;1449
2581 Piteå;Folkpartiet;825;855
2581 Piteå;Kristdemokraterna;950;1024
2581 Piteå;Miljöpartiet;0;1351
2581 Piteå;Socialdemokraterna;12644;15655
2581 Piteå;Vänsterpartiet;1829;2340
2581 Piteå;Sverigedemokraterna;0;2218
2581 Piteå;övriga partier;81;922
2581 Piteå;ogiltiga valsedlar;18;210
2581 Piteå;ej röstande;1661;3724
2582 Boden;Moderaterna;1797;2903
2582 Boden;Centerpartiet;3241;694
2582 Boden;Folkpartiet;1175;769
2582 Boden;Kristdemokraterna;487;537
2582 Boden;Miljöpartiet;0;688
2582 Boden;Socialdemokraterna;9332;8779
2582 Boden;Vänsterpartiet;1679;1254
2582 Boden;Sverigedemokraterna;0;2770
2582 Boden;övriga partier;95;496
2582 Boden;ogiltiga valsedlar;8;138
2582 Boden;ej röstande;1955;2967
2583 Haparanda;Moderaterna;679;573
2583 Haparanda;Centerpartiet;1215;363
2583 Haparanda;Folkpartiet;176;76
2583 Haparanda;Kristdemokraterna;33;118
2583 Haparanda;Miljöpartiet;0;126
2583 Haparanda;Socialdemokraterna;2283;2175
2583 Haparanda;Vänsterpartiet;533;209
2583 Haparanda;Sverigedemokraterna;0;582
2583 Haparanda;övriga partier;19;101
2583 Haparanda;ogiltiga valsedlar;11;25
2583 Haparanda;ej röstande;590;1829
2584 Kiruna;Moderaterna;1042;1540
2584 Kiruna;Centerpartiet;2034;441
2584 Kiruna;Folkpartiet;1054;339
2584 Kiruna;Kristdemokraterna;213;508
2584 Kiruna;Miljöpartiet;0;779
2584 Kiruna;Socialdemokraterna;8284;7090
2584 Kiruna;Vänsterpartiet;3163;1738
2584 Kiruna;Sverigedemokraterna;0;1976
2584 Kiruna;övriga partier;85;553
2584 Kiruna;ogiltiga valsedlar;14;157
2584 Kiruna;ej röstande;3138;2812
