region;parti mm;1973;2014
1272 Bromölla;Centerpartiet;1146;242
1272 Bromölla;Folkpartiet;413;238
1272 Bromölla;Kristdemokraterna;71;170
1272 Bromölla;Miljöpartiet;0;335
1272 Bromölla;Socialdemokraterna;4155;3041
1272 Bromölla;Vänsterpartiet;415;364
1272 Bromölla;Sverigedemokraterna;0;2282
1272 Bromölla;övriga partier;13;126
1272 Bromölla;ogiltiga valsedlar;9;90
1272 Bromölla;ej röstande;575;1346
1273 Osby;Moderaterna;987;1331
1273 Osby;Centerpartiet;2954;488
1273 Osby;Folkpartiet;582;219
1273 Osby;Kristdemokraterna;223;401
1273 Osby;Miljöpartiet;0;350
1273 Osby;Socialdemokraterna;3899;2904
1273 Osby;Vänsterpartiet;323;282
1273 Osby;Sverigedemokraterna;0;2094
1273 Osby;övriga partier;4;175
1273 Osby;ogiltiga valsedlar;11;104
1273 Osby;ej röstande;831;1411
1275 Perstorp;Moderaterna;590;727
1275 Perstorp;Centerpartiet;1354;203
1275 Perstorp;Folkpartiet;318;128
1275 Perstorp;Kristdemokraterna;88;116
1275 Perstorp;Miljöpartiet;0;175
1275 Perstorp;Socialdemokraterna;1968;1549
1275 Perstorp;Vänsterpartiet;120;136
1275 Perstorp;Sverigedemokraterna;0;1055
1275 Perstorp;övriga partier;5;82
1275 Perstorp;ogiltiga valsedlar;10;49
1275 Perstorp;ej röstande;403;1002
1276 Klippan;Moderaterna;1459;1923
1276 Klippan;Centerpartiet;3637;531
1276 Klippan;Folkpartiet;660;281
1276 Klippan;Kristdemokraterna;55;409
1276 Klippan;Miljöpartiet;0;386
1276 Klippan;Socialdemokraterna;4331;3392
1276 Klippan;Vänsterpartiet;177;346
1276 Klippan;Sverigedemokraterna;0;2581
1276 Klippan;övriga partier;6;228
1276 Klippan;ogiltiga valsedlar;21;136
1276 Klippan;ej röstande;1040;2263
1277 Åstorp;Moderaterna;868;1484
1277 Åstorp;Centerpartiet;1931;335
1277 Åstorp;Folkpartiet;359;263
1277 Åstorp;Kristdemokraterna;70;270
1277 Åstorp;Miljöpartiet;0;324
1277 Åstorp;Socialdemokraterna;3288;3236
1277 Åstorp;Vänsterpartiet;92;260
1277 Åstorp;Sverigedemokraterna;0;2017
1277 Åstorp;övriga partier;3;171
1277 Åstorp;ogiltiga valsedlar;8;95
1277 Åstorp;ej röstande;603;2095
1278 Båstad;Moderaterna;1457;3497
1278 Båstad;Centerpartiet;3410;1018
1278 Båstad;Folkpartiet;633;619
1278 Båstad;Kristdemokraterna;71;544
1278 Båstad;Miljöpartiet;0;635
1278 Båstad;Socialdemokraterna;1506;1835
1278 Båstad;Vänsterpartiet;63;217
1278 Båstad;Sverigedemokraterna;0;1492
1278 Båstad;övriga partier;6;229
1278 Båstad;ogiltiga valsedlar;9;83
1278 Båstad;ej röstande;742;1533
1280 Malmö;Moderaterna;31903;41510
1280 Malmö;Centerpartiet;32352;4850
1280 Malmö;Folkpartiet;11966;10000
1280 Malmö;Kristdemokraterna;948;4620
1280 Malmö;Miljöpartiet;0;15367
1280 Malmö;Socialdemokraterna;81388;52460
1280 Malmö;Vänsterpartiet;5890;13598
1280 Malmö;Sverigedemokraterna;0;24171
1280 Malmö;övriga partier;835;12527
1280 Malmö;ogiltiga valsedlar;608;1604
1280 Malmö;ej röstande;16832;45944
1281 Lund;Moderaterna;9383;17244
1281 Lund;Centerpartiet;11648;4293
1281 Lund;Folkpartiet;3999;7400
1281 Lund;Kristdemokraterna;326;3025
1281 Lund;Miljöpartiet;0;9350
1281 Lund;Socialdemokraterna;18655;17159
1281 Lund;Vänsterpartiet;3052;4865
1281 Lund;Sverigedemokraterna;0;6987
1281 Lund;övriga partier;306;5521
1281 Lund;ogiltiga valsedlar;208;682
1281 Lund;ej röstande;3803;9864
1282 Landskrona;Moderaterna;3304;5044
1282 Landskrona;Centerpartiet;4468;717
1282 Landskrona;Folkpartiet;1574;1767
1282 Landskrona;Kristdemokraterna;198;502
1282 Landskrona;Miljöpartiet;0;1267
1282 Landskrona;Socialdemokraterna;14009;9468
1282 Landskrona;Vänsterpartiet;586;1063
1282 Landskrona;Sverigedemokraterna;0;4768
1282 Landskrona;övriga partier;57;758
1282 Landskrona;ogiltiga valsedlar;81;252
1282 Landskrona;ej röstande;2078;5673
1283 Helsingborg;Moderaterna;13021;22803
1283 Helsingborg;Centerpartiet;13572;2812
1283 Helsingborg;Folkpartiet;5314;4384
1283 Helsingborg;Kristdemokraterna;645;2859
1283 Helsingborg;Miljöpartiet;0;5612
1283 Helsingborg;Socialdemokraterna;30031;24663
1283 Helsingborg;Vänsterpartiet;2275;3422
1283 Helsingborg;Sverigedemokraterna;0;14555
1283 Helsingborg;övriga partier;322;2372
1283 Helsingborg;ogiltiga valsedlar;179;801
1283 Helsingborg;ej röstande;6702;17651
1284 Höganäs;Moderaterna;2980;5709
1284 Höganäs;Centerpartiet;3061;892
1284 Höganäs;Folkpartiet;1026;1073
1284 Höganäs;Kristdemokraterna;147;906
1284 Höganäs;Miljöpartiet;0;1065
1284 Höganäs;Socialdemokraterna;5603;3706
1284 Höganäs;Vänsterpartiet;163;497
1284 Höganäs;Sverigedemokraterna;0;2488
1284 Höganäs;övriga partier;48;510
1284 Höganäs;ogiltiga valsedlar;29;151
1284 Höganäs;ej röstande;940;2375
1285 Eslöv;Moderaterna;1915;3999
1285 Eslöv;Centerpartiet;5829;1334
1285 Eslöv;Folkpartiet;1115;871
1285 Eslöv;Kristdemokraterna;127;462
1285 Eslöv;Miljöpartiet;0;1147
1285 Eslöv;Socialdemokraterna;7459;6556
1285 Eslöv;Vänsterpartiet;185;745
1285 Eslöv;Sverigedemokraterna;0;4290
1285 Eslöv;övriga partier;55;582
1285 Eslöv;ogiltiga valsedlar;32;245
1285 Eslöv;ej röstande;1600;3733
1286 Ystad;Moderaterna;2332;5559
1286 Ystad;Centerpartiet;4306;1215
1286 Ystad;Folkpartiet;1519;930
1286 Ystad;Kristdemokraterna;84;588
1286 Ystad;Miljöpartiet;0;1040
1286 Ystad;Socialdemokraterna;7899;5936
1286 Ystad;Vänsterpartiet;146;576
1286 Ystad;Sverigedemokraterna;0;3324
1286 Ystad;övriga partier;57;583
1286 Ystad;ogiltiga valsedlar;43;249
1286 Ystad;ej röstande;1451;3327
1287 Trelleborg;Moderaterna;2534;6487
1287 Trelleborg;Centerpartiet;5512;1078
1287 Trelleborg;Folkpartiet;1503;1068
1287 Trelleborg;Kristdemokraterna;252;684
1287 Trelleborg;Miljöpartiet;0;1165
1287 Trelleborg;Socialdemokraterna;11922;8907
1287 Trelleborg;Vänsterpartiet;362;673
1287 Trelleborg;Sverigedemokraterna;0;6472
1287 Trelleborg;övriga partier;59;657
1287 Trelleborg;ogiltiga valsedlar;80;265
1287 Trelleborg;ej röstande;1915;5017
1290 Kristianstad;Moderaterna;6096;11650
1290 Kristianstad;Centerpartiet;11667;2687
1290 Kristianstad;Folkpartiet;4190;3331
1290 Kristianstad;Kristdemokraterna;686;1697
1290 Kristianstad;Miljöpartiet;0;3073
1290 Kristianstad;Socialdemokraterna;20153;15452
1290 Kristianstad;Vänsterpartiet;1022;1606
1290 Kristianstad;Sverigedemokraterna;0;11127
1290 Kristianstad;övriga partier;67;1249
1290 Kristianstad;ogiltiga valsedlar;66;575
1290 Kristianstad;ej röstande;4227;9548
1291 Simrishamn;Moderaterna;2085;3284
1291 Simrishamn;Centerpartiet;4292;995
1291 Simrishamn;Folkpartiet;1285;593
1291 Simrishamn;Kristdemokraterna;113;475
1291 Simrishamn;Miljöpartiet;0;761
1291 Simrishamn;Socialdemokraterna;5207;3413
1291 Simrishamn;Vänsterpartiet;184;473
1291 Simrishamn;Sverigedemokraterna;0;2512
1291 Simrishamn;övriga partier;25;588
1291 Simrishamn;ogiltiga valsedlar;21;132
1291 Simrishamn;ej röstande;1807;2368
1292 Ängelholm;Moderaterna;3615;7932
1292 Ängelholm;Centerpartiet;6244;1659
1292 Ängelholm;Folkpartiet;1207;1251
1292 Ängelholm;Kristdemokraterna;182;1255
1292 Ängelholm;Miljöpartiet;0;1603
1292 Ängelholm;Socialdemokraterna;6227;7112
1292 Ängelholm;Vänsterpartiet;237;734
1292 Ängelholm;Sverigedemokraterna;0;4722
1292 Ängelholm;övriga partier;25;614
1292 Ängelholm;ogiltiga valsedlar;34;298
1292 Ängelholm;ej röstande;1871;4525
1293 Hässleholm;Moderaterna;4145;6204
1293 Hässleholm;Centerpartiet;11144;1980
1293 Hässleholm;Folkpartiet;2793;1255
1293 Hässleholm;Kristdemokraterna;793;1674
1293 Hässleholm;Miljöpartiet;0;2260
1293 Hässleholm;Socialdemokraterna;11003;9754
1293 Hässleholm;Vänsterpartiet;624;1011
1293 Hässleholm;Sverigedemokraterna;0;7653
1293 Hässleholm;övriga partier;30;842
1293 Hässleholm;ogiltiga valsedlar;41;439
1293 Hässleholm;ej röstande;3182;5799
1315 Hylte;Moderaterna;874;1061
1315 Hylte;Centerpartiet;3247;739
1315 Hylte;Folkpartiet;339;258
1315 Hylte;Kristdemokraterna;62;200
1315 Hylte;Miljöpartiet;0;175
1315 Hylte;Socialdemokraterna;2710;2244
1315 Hylte;Vänsterpartiet;82;176
1315 Hylte;Sverigedemokraterna;0;1135
1315 Hylte;övriga partier;24;135
1315 Hylte;ogiltiga valsedlar;4;46
1315 Hylte;ej röstande;473;1153
1380 Halmstad;Moderaterna;6694;15501
1380 Halmstad;Centerpartiet;12516;3940
1380 Halmstad;Folkpartiet;3580;3379
1380 Halmstad;Kristdemokraterna;536;2454
1380 Halmstad;Miljöpartiet;0;3926
1380 Halmstad;Socialdemokraterna;20809;21043
1380 Halmstad;Vänsterpartiet;1945;2816
1380 Halmstad;Sverigedemokraterna;0;7824
1380 Halmstad;övriga partier;132;2116
1380 Halmstad;ogiltiga valsedlar;66;644
1380 Halmstad;ej röstande;4379;10397
1381 Laholm;Moderaterna;1468;3882
1381 Laholm;Centerpartiet;6879;1764
1381 Laholm;Folkpartiet;635;612
1381 Laholm;Kristdemokraterna;82;607
1381 Laholm;Miljöpartiet;0;793
1381 Laholm;Socialdemokraterna;3485;4234
1381 Laholm;Vänsterpartiet;151;468
1381 Laholm;Sverigedemokraterna;0;2867
1381 Laholm;övriga partier;14;434
1381 Laholm;ogiltiga valsedlar;27;194
1381 Laholm;ej röstande;1115;2575
1382 Falkenberg;Moderaterna;2809;6516
1382 Falkenberg;Centerpartiet;9414;3177
1382 Falkenberg;Folkpartiet;1236;1137
1382 Falkenberg;Kristdemokraterna;147;1104
1382 Falkenberg;Miljöpartiet;0;1615
1382 Falkenberg;Socialdemokraterna;7290;9158
1382 Falkenberg;Vänsterpartiet;328;1094
1382 Falkenberg;Sverigedemokraterna;0;3666
1382 Falkenberg;övriga partier;28;632
1382 Falkenberg;ogiltiga valsedlar;43;320
1382 Falkenberg;ej röstande;1613;4556
1383 Varberg;Moderaterna;3420;10392
1383 Varberg;Centerpartiet;10656;3772
1383 Varberg;Folkpartiet;1840;2167
1383 Varberg;Kristdemokraterna;275;1739
1383 Varberg;Miljöpartiet;0;2515
1383 Varberg;Socialdemokraterna;9317;12947
1383 Varberg;Vänsterpartiet;588;1725
1383 Varberg;Sverigedemokraterna;0;4782
1383 Varberg;övriga partier;136;1252
1383 Varberg;ogiltiga valsedlar;31;453
1383 Varberg;ej röstande;2594;5414
1384 Kungsbacka;Moderaterna;4194;19909
1384 Kungsbacka;Centerpartiet;7425;3975
1384 Kungsbacka;Folkpartiet;2590;4254
1384 Kungsbacka;Kristdemokraterna;150;2884
1384 Kungsbacka;Miljöpartiet;0;3160
1384 Kungsbacka;Socialdemokraterna;5492;8936
1384 Kungsbacka;Vänsterpartiet;439;1506
1384 Kungsbacka;Sverigedemokraterna;0;6281
1384 Kungsbacka;övriga partier;48;1481
1384 Kungsbacka;ogiltiga valsedlar;38;442
1384 Kungsbacka;ej röstande;1611;5649
1401 Härryda;Moderaterna;1845;6829
1401 Härryda;Centerpartiet;2990;1437
1401 Härryda;Folkpartiet;1846;1905
1401 Härryda;Kristdemokraterna;82;1130
1401 Härryda;Miljöpartiet;0;1843
1401 Härryda;Socialdemokraterna;3819;5222
1401 Härryda;Vänsterpartiet;581;1059
1401 Härryda;Sverigedemokraterna;0;2913
1401 Härryda;övriga partier;48;814
1401 Härryda;ogiltiga valsedlar;12;217
1401 Härryda;ej röstande;939;2794
1402 Partille;Moderaterna;2749;6346
1402 Partille;Centerpartiet;3073;1047
1402 Partille;Folkpartiet;3122;1863
1402 Partille;Kristdemokraterna;246;1253
1402 Partille;Miljöpartiet;0;1857
1402 Partille;Socialdemokraterna;5702;5778
1402 Partille;Vänsterpartiet;1075;1422
1402 Partille;Sverigedemokraterna;0;2698
1402 Partille;övriga partier;76;978
1402 Partille;ogiltiga valsedlar;14;187
1402 Partille;ej röstande;1247;3578
1407 Öckerö;Moderaterna;1110;2636
1407 Öckerö;Centerpartiet;1089;249
1407 Öckerö;Folkpartiet;1427;602
1407 Öckerö;Kristdemokraterna;487;1477
1407 Öckerö;Miljöpartiet;0;461
1407 Öckerö;Socialdemokraterna;1160;1783
1407 Öckerö;Vänsterpartiet;92;346
1407 Öckerö;Sverigedemokraterna;0;921
1407 Öckerö;övriga partier;14;250
1407 Öckerö;ogiltiga valsedlar;4;118
1407 Öckerö;ej röstande;573;1016
1415 Stenungsund;Moderaterna;1120;4712
1415 Stenungsund;Centerpartiet;2409;975
1415 Stenungsund;Folkpartiet;1096;1082
1415 Stenungsund;Kristdemokraterna;19;726
1415 Stenungsund;Miljöpartiet;0;1053
1415 Stenungsund;Socialdemokraterna;2662;4562
1415 Stenungsund;Vänsterpartiet;299;702
1415 Stenungsund;Sverigedemokraterna;0;2276
1415 Stenungsund;övriga partier;33;467
1415 Stenungsund;ogiltiga valsedlar;14;164
1415 Stenungsund;ej röstande;862;2270
1419 Tjörn;Moderaterna;1035;3080
1419 Tjörn;Centerpartiet;1495;585
1419 Tjörn;Folkpartiet;1887;803
1419 Tjörn;Kristdemokraterna;286;1078
1419 Tjörn;Miljöpartiet;0;582
1419 Tjörn;Socialdemokraterna;1243;2363
1419 Tjörn;Vänsterpartiet;85;372
1419 Tjörn;Sverigedemokraterna;0;1512
1419 Tjörn;övriga partier;3;298
1419 Tjörn;ogiltiga valsedlar;6;109
1419 Tjörn;ej röstande;824;1368
1421 Orust;Moderaterna;975;2580
1421 Orust;Centerpartiet;2186;904
1421 Orust;Folkpartiet;1094;627
1421 Orust;Kristdemokraterna;28;478
1421 Orust;Miljöpartiet;0;571
1421 Orust;Socialdemokraterna;1715;2893
1421 Orust;Vänsterpartiet;90;557
1421 Orust;Sverigedemokraterna;0;1604
1421 Orust;övriga partier;9;345
1421 Orust;ogiltiga valsedlar;10;138
1421 Orust;ej röstande;890;1591
1427 Sotenäs;Moderaterna;719;1997
1427 Sotenäs;Centerpartiet;1215;329
1427 Sotenäs;Folkpartiet;1287;421
1427 Sotenäs;Kristdemokraterna;69;345
1427 Sotenäs;Miljöpartiet;0;235
1427 Sotenäs;Socialdemokraterna;2947;1848
1427 Sotenäs;Vänsterpartiet;127;250
1427 Sotenäs;Sverigedemokraterna;0;788
1427 Sotenäs;övriga partier;6;137
1427 Sotenäs;ogiltiga valsedlar;4;69
1427 Sotenäs;ej röstande;690;1013
1430 Munkedal;Moderaterna;954;1281
1430 Munkedal;Centerpartiet;2267;640
1430 Munkedal;Folkpartiet;651;211
1430 Munkedal;Kristdemokraterna;60;330
1430 Munkedal;Miljöpartiet;0;209
1430 Munkedal;Socialdemokraterna;2442;2090
1430 Munkedal;Vänsterpartiet;129;362
1430 Munkedal;Sverigedemokraterna;0;1262
1430 Munkedal;övriga partier;5;179
1430 Munkedal;ogiltiga valsedlar;2;80
1430 Munkedal;ej röstande;700;1302
1435 Tanum;Moderaterna;1204;2310
1435 Tanum;Centerpartiet;2876;1108
1435 Tanum;Folkpartiet;1091;551
1435 Tanum;Kristdemokraterna;39;311
1435 Tanum;Miljöpartiet;0;428
1435 Tanum;Socialdemokraterna;1902;1943
1435 Tanum;Vänsterpartiet;65;329
1435 Tanum;Sverigedemokraterna;0;974
1435 Tanum;övriga partier;6;331
1435 Tanum;ogiltiga valsedlar;6;117
1435 Tanum;ej röstande;1001;1419
1438 Dals-Ed;Moderaterna;339;536
1438 Dals-Ed;Centerpartiet;1666;398
1438 Dals-Ed;Folkpartiet;279;81
1438 Dals-Ed;Kristdemokraterna;125;206
1438 Dals-Ed;Miljöpartiet;0;77
1438 Dals-Ed;Socialdemokraterna;837;850
1438 Dals-Ed;Vänsterpartiet;43;80
1438 Dals-Ed;Sverigedemokraterna;0;587
1438 Dals-Ed;övriga partier;1;77
1438 Dals-Ed;ogiltiga valsedlar;3;38
1438 Dals-Ed;ej röstande;401;571
1439 Färgelanda;Moderaterna;559;552
1439 Färgelanda;Centerpartiet;2078;586
1439 Färgelanda;Folkpartiet;261;138
1439 Färgelanda;Kristdemokraterna;23;159
1439 Färgelanda;Miljöpartiet;0;111
1439 Färgelanda;Socialdemokraterna;1406;1455
1439 Färgelanda;Vänsterpartiet;50;144
1439 Färgelanda;Sverigedemokraterna;0;1020
1439 Färgelanda;övriga partier;4;83
1439 Färgelanda;ogiltiga valsedlar;4;59
1439 Färgelanda;ej röstande;447;713
1440 Ale;Moderaterna;966;3962
1440 Ale;Centerpartiet;3059;911
1440 Ale;Folkpartiet;1184;776
1440 Ale;Kristdemokraterna;220;779
1440 Ale;Miljöpartiet;0;1005
1440 Ale;Socialdemokraterna;5223;5774
1440 Ale;Vänsterpartiet;579;1124
1440 Ale;Sverigedemokraterna;0;2902
1440 Ale;övriga partier;18;620
1440 Ale;ogiltiga valsedlar;16;241
1440 Ale;ej röstande;952;2901
1441 Lerum;Moderaterna;2966;7105
1441 Lerum;Centerpartiet;3925;1549
1441 Lerum;Folkpartiet;2798;2050
1441 Lerum;Kristdemokraterna;235;1461
1441 Lerum;Miljöpartiet;0;2196
1441 Lerum;Socialdemokraterna;4680;6121
1441 Lerum;Vänsterpartiet;603;1309
1441 Lerum;Sverigedemokraterna;0;3123
1441 Lerum;övriga partier;88;1039
1441 Lerum;ogiltiga valsedlar;20;247
1441 Lerum;ej röstande;1039;3007
1442 Vårgårda;Moderaterna;840;1329
1442 Vårgårda;Centerpartiet;2152;877
1442 Vårgårda;Folkpartiet;917;320
1442 Vårgårda;Kristdemokraterna;121;763
1442 Vårgårda;Miljöpartiet;0;382
1442 Vårgårda;Socialdemokraterna;1188;2059
1442 Vårgårda;Vänsterpartiet;51;316
1442 Vårgårda;Sverigedemokraterna;0;1157
1442 Vårgårda;övriga partier;5;163
1442 Vårgårda;ogiltiga valsedlar;4;65
1442 Vårgårda;ej röstande;391;941
1443 Bollebygd;Moderaterna;0;1427
1443 Bollebygd;Centerpartiet;0;459
1443 Bollebygd;Folkpartiet;0;270
1443 Bollebygd;Kristdemokraterna;0;296
1443 Bollebygd;Miljöpartiet;0;304
1443 Bollebygd;Socialdemokraterna;0;1569
1443 Bollebygd;Vänsterpartiet;0;252
1443 Bollebygd;Sverigedemokraterna;0;1074
1443 Bollebygd;övriga partier;0;151
1443 Bollebygd;ogiltiga valsedlar;0;57
1443 Bollebygd;ej röstande;0;679
1444 Grästorp;Moderaterna;657;908
1444 Grästorp;Centerpartiet;1660;501
1444 Grästorp;Folkpartiet;356;127
1444 Grästorp;Kristdemokraterna;60;160
1444 Grästorp;Miljöpartiet;0;139
1444 Grästorp;Socialdemokraterna;796;1181
1444 Grästorp;Vänsterpartiet;50;152
1444 Grästorp;Sverigedemokraterna;0;608
1444 Grästorp;övriga partier;0;77
1444 Grästorp;ogiltiga valsedlar;2;43
1444 Grästorp;ej röstande;329;591
1445 Essunga;Moderaterna;0;895
1445 Essunga;Centerpartiet;0;422
1445 Essunga;Folkpartiet;0;105
1445 Essunga;Kristdemokraterna;0;159
1445 Essunga;Miljöpartiet;0;153
1445 Essunga;Socialdemokraterna;0;1135
1445 Essunga;Vänsterpartiet;0;140
1445 Essunga;Sverigedemokraterna;0;590
1445 Essunga;övriga partier;0;93
1445 Essunga;ogiltiga valsedlar;0;39
1445 Essunga;ej röstande;0;569
1446 Karlsborg;Moderaterna;664;827
1446 Karlsborg;Centerpartiet;1670;470
1446 Karlsborg;Folkpartiet;479;289
1446 Karlsborg;Kristdemokraterna;146;278
1446 Karlsborg;Miljöpartiet;0;173
1446 Karlsborg;Socialdemokraterna;2538;1689
1446 Karlsborg;Vänsterpartiet;103;153
1446 Karlsborg;Sverigedemokraterna;0;854
1446 Karlsborg;övriga partier;2;88
1446 Karlsborg;ogiltiga valsedlar;13;53
1446 Karlsborg;ej röstande;403;627
1447 Gullspång;Moderaterna;488;542
1447 Gullspång;Centerpartiet;1607;268
1447 Gullspång;Folkpartiet;358;81
1447 Gullspång;Kristdemokraterna;113;128
1447 Gullspång;Miljöpartiet;0;106
1447 Gullspång;Socialdemokraterna;1717;1435
1447 Gullspång;Vänsterpartiet;93;179
1447 Gullspång;Sverigedemokraterna;0;556
1447 Gullspång;övriga partier;4;99
1447 Gullspång;ogiltiga valsedlar;9;28
1447 Gullspång;ej röstande;499;590
1452 Tranemo;Moderaterna;1099;1539
1452 Tranemo;Centerpartiet;2903;994
1452 Tranemo;Folkpartiet;542;267
1452 Tranemo;Kristdemokraterna;53;312
1452 Tranemo;Miljöpartiet;0;340
1452 Tranemo;Socialdemokraterna;2670;2514
1452 Tranemo;Vänsterpartiet;92;242
1452 Tranemo;Sverigedemokraterna;0;1165
1452 Tranemo;övriga partier;7;181
1452 Tranemo;ogiltiga valsedlar;5;95
1452 Tranemo;ej röstande;400;1171
1460 Bengtsfors;Moderaterna;666;961
1460 Bengtsfors;Centerpartiet;2833;582
1460 Bengtsfors;Folkpartiet;716;183
1460 Bengtsfors;Kristdemokraterna;199;274
1460 Bengtsfors;Miljöpartiet;0;200
1460 Bengtsfors;Socialdemokraterna;3680;2274
1460 Bengtsfors;Vänsterpartiet;167;225
1460 Bengtsfors;Sverigedemokraterna;0;1166
1460 Bengtsfors;övriga partier;6;193
1460 Bengtsfors;ogiltiga valsedlar;8;67
1460 Bengtsfors;ej röstande;881;1199
1461 Mellerud;Moderaterna;855;1053
1461 Mellerud;Centerpartiet;3231;719
1461 Mellerud;Folkpartiet;479;186
1461 Mellerud;Kristdemokraterna;198;276
1461 Mellerud;Miljöpartiet;0;190
1461 Mellerud;Socialdemokraterna;2288;1748
1461 Mellerud;Vänsterpartiet;117;209
1461 Mellerud;Sverigedemokraterna;0;1205
1461 Mellerud;övriga partier;6;123
1461 Mellerud;ogiltiga valsedlar;7;64
1461 Mellerud;ej röstande;603;1179
1462 Lilla Edet;Moderaterna;481;1245
1462 Lilla Edet;Centerpartiet;1814;508
1462 Lilla Edet;Folkpartiet;491;281
1462 Lilla Edet;Kristdemokraterna;64;246
1462 Lilla Edet;Miljöpartiet;0;338
1462 Lilla Edet;Socialdemokraterna;3021;2849
1462 Lilla Edet;Vänsterpartiet;220;519
1462 Lilla Edet;Sverigedemokraterna;0;1836
1462 Lilla Edet;övriga partier;11;254
1462 Lilla Edet;ogiltiga valsedlar;11;95
1462 Lilla Edet;ej röstande;606;1679
1463 Mark;Moderaterna;3275;4193
1463 Mark;Centerpartiet;5925;1972
1463 Mark;Folkpartiet;796;1145
1463 Mark;Kristdemokraterna;252;1149
1463 Mark;Miljöpartiet;0;1196
1463 Mark;Socialdemokraterna;8480;7352
1463 Mark;Vänsterpartiet;698;1244
1463 Mark;Sverigedemokraterna;0;3274
1463 Mark;övriga partier;37;636
1463 Mark;ogiltiga valsedlar;15;267
1463 Mark;ej röstande;1293;3525
1465 Svenljunga;Moderaterna;1288;1410
1465 Svenljunga;Centerpartiet;2697;755
1465 Svenljunga;Folkpartiet;370;264
1465 Svenljunga;Kristdemokraterna;95;280
1465 Svenljunga;Miljöpartiet;0;233
1465 Svenljunga;Socialdemokraterna;2040;2000
1465 Svenljunga;Vänsterpartiet;52;215
1465 Svenljunga;Sverigedemokraterna;0;1256
1465 Svenljunga;övriga partier;2;206
1465 Svenljunga;ogiltiga valsedlar;4;98
1465 Svenljunga;ej röstande;480;1215
1466 Herrljunga;Moderaterna;1097;1183
1466 Herrljunga;Centerpartiet;2423;796
1466 Herrljunga;Folkpartiet;755;266
1466 Herrljunga;Kristdemokraterna;89;439
1466 Herrljunga;Miljöpartiet;0;269
1466 Herrljunga;Socialdemokraterna;1552;1779
1466 Herrljunga;Vänsterpartiet;83;269
1466 Herrljunga;Sverigedemokraterna;0;1089
1466 Herrljunga;övriga partier;13;169
1466 Herrljunga;ogiltiga valsedlar;3;80
1466 Herrljunga;ej röstande;434;898
1470 Vara;Moderaterna;3353;2667
1470 Vara;Centerpartiet;6718;1146
1470 Vara;Folkpartiet;1423;343
1470 Vara;Kristdemokraterna;252;422
1470 Vara;Miljöpartiet;0;350
1470 Vara;Socialdemokraterna;3244;3074
1470 Vara;Vänsterpartiet;228;416
1470 Vara;Sverigedemokraterna;0;1773
1470 Vara;övriga partier;6;191
1470 Vara;ogiltiga valsedlar;15;143
1470 Vara;ej röstande;1401;1716
1471 Götene;Moderaterna;1084;1669
1471 Götene;Centerpartiet;2405;827
1471 Götene;Folkpartiet;865;335
1471 Götene;Kristdemokraterna;398;550
1471 Götene;Miljöpartiet;0;423
1471 Götene;Socialdemokraterna;2843;3173
1471 Götene;Vänsterpartiet;214;458
1471 Götene;Sverigedemokraterna;0;1136
1471 Götene;övriga partier;8;254
1471 Götene;ogiltiga valsedlar;9;112
1471 Götene;ej röstande;792;1177
1472 Tibro;Moderaterna;639;1225
1472 Tibro;Centerpartiet;2112;530
1472 Tibro;Folkpartiet;758;338
1472 Tibro;Kristdemokraterna;269;510
1472 Tibro;Miljöpartiet;0;320
1472 Tibro;Socialdemokraterna;2551;2683
1472 Tibro;Vänsterpartiet;208;260
1472 Tibro;Sverigedemokraterna;0;1214
1472 Tibro;övriga partier;7;155
1472 Tibro;ogiltiga valsedlar;8;49
1472 Tibro;ej röstande;602;1025
1473 Töreboda;Moderaterna;909;1094
1473 Töreboda;Centerpartiet;2593;719
1473 Töreboda;Folkpartiet;569;157
1473 Töreboda;Kristdemokraterna;117;234
1473 Töreboda;Miljöpartiet;0;220
1473 Töreboda;Socialdemokraterna;2243;2117
1473 Töreboda;Vänsterpartiet;148;242
1473 Töreboda;Sverigedemokraterna;0;1031
1473 Töreboda;övriga partier;2;130
1473 Töreboda;ogiltiga valsedlar;5;69
1473 Töreboda;ej röstande;774;1059
1480 Göteborg;Moderaterna;46166;79768
1480 Göteborg;Centerpartiet;44560;12696
1480 Göteborg;Folkpartiet;53368;24136
1480 Göteborg;Kristdemokraterna;2977;15389
1480 Göteborg;Miljöpartiet;0;32868
1480 Göteborg;Socialdemokraterna;108075;79167
1480 Göteborg;Vänsterpartiet;23641;31272
1480 Göteborg;Sverigedemokraterna;0;32240
1480 Göteborg;övriga partier;3984;26758
1480 Göteborg;ogiltiga valsedlar;419;2662
1480 Göteborg;ej röstande;35246;69895
1481 Mölndal;Moderaterna;4011;10369
1481 Mölndal;Centerpartiet;5776;2054
1481 Mölndal;Folkpartiet;4795;3395
1481 Mölndal;Kristdemokraterna;332;2165
1481 Mölndal;Miljöpartiet;0;3688
1481 Mölndal;Socialdemokraterna;10836;10265
1481 Mölndal;Vänsterpartiet;1914;2337
1481 Mölndal;Sverigedemokraterna;0;4695
1481 Mölndal;övriga partier;178;1669
1481 Mölndal;ogiltiga valsedlar;47;429
1481 Mölndal;ej röstande;2815;5845
1482 Kungälv;Moderaterna;2758;7527
1482 Kungälv;Centerpartiet;4659;1904
1482 Kungälv;Folkpartiet;2195;1910
1482 Kungälv;Kristdemokraterna;209;1643
